"movieid";"title";"year"
2324074;"Saving Grace (2000)";"2000"
2324123;"Saving Private Ryan (1998)";"1998"
2324198;"Savior (1998)";"1998"
2324383;"Say Anything... (1989)";"1989"
2325153;"Scary Movie (2000)";"2000"
2325529;"Scent of a Woman (1992)";"1992"
2325646;"Schatten der Engel (1976)";"1976"
2325897;"Schindler's List (1993)";"1993"
2325936;"Schizopolis (1996)";"1996"
2325949;"Schlafes Bruder (1995)";"1995"
2326309;"School Daze (1988)";"1988"
2327740;"Scream (1996)";"1996"
2327746;"Scream 2 (1997)";"1997"
2327747;"Scream 3 (2000)";"2000"
2327816;"Screamers (1995)";"1995"
2328405;"Screwed (2000)";"2000"
2328488;"Scrooged (1988)";"1988"
2328882;"Se7en (1995)";"1995"
2329335;"Searching for Bobby Fischer (1993)";"1993"
2329715;"Second Best (1994)";"1994"
2330057;"Secret Agent (1936)";"1936"
2330470;"Secrets & Lies (1996)";"1996"
2332489;"Selena (1997)";"1997"
2333344;"Senior Trip (1995)";"1995"
2333494;"Sense and Sensibility (1995)";"1995"
2333527;"Senseless (1998)";"1998"
2334512;"Serial Mom (1994)";"1994"
2334625;"Serpico (1973)";"1973"
2334876;"Sesame Street Presents: Follow that Bird (1985)";"1985"
2335038;"Set It Off (1996)";"1996"
2335264;"Seul contre tous (1998)";"1998"
2335400;"Seven Chances (1925)";"1925"
2335431;"Seven Days in May (1964)";"1964"
2335622;"Seven Years in Tibet (1997)";"1997"
2336864;"Sex, Lies, and Videotape (1989)";"1989"
2337754;"Sgt. Bilko (1996)";"1996"
2338199;"Shadow Conspiracy (1997)";"1997"
2338375;"Shadow of a Doubt (1943)";"1943"
2338484;"Shadowlands (1993)";"1993"
2338685;"Shadrach (1998)";"1998"
2338707;"Shaft (1971)";"1971"
2338708;"Shaft (2000)";"2000"
2338711;"Shaft in Africa (1973)";"1973"
2338714;"Shaft's Big Score! (1972)";"1972"
2338941;"Shakes the Clown (1991)";"1991"
2338963;"Shakespeare in Love (1998)";"1998"
2339096;"Shall We Dance (1937)";"1937"
2339103;"Shall we dansu? (1996)";"1996"
2339111;"Shallow Grave (1994)";"1994"
2339246;"Shampoo (1975)";"1975"
2339347;"Shane (1953)";"1953"
2339477;"Shanghai Noon (2000)";"2000"
2339491;"Shanghai Surprise (1986)";"1986"
2340287;"Shattered Image (1998)";"1998"
2341003;"She's All That (1999)";"1999"
2341046;"She's Gotta Have It (1986)";"1986"
2341100;"She's So Lovely (1997)";"1997"
2341160;"She's the One (1996)";"1996"
2341171;"She-Devil (1989)";"1989"
2341509;"Shekvarebuli kulinaris ataserti retsepti (1996)";"1996"
2342626;"Shiloh (1922)";"1922"
2342997;"Shine (1996)";"1996"
2344403;"Shooting Fish (1997)";"1997"
2344573;"Shopping (1994)";"1994"
2344675;"Short Cuts (1993)";"1993"
2345354;"Showgirls (1995)";"1995"
2345742;"Shuang long hui (1992)";"1992"
2346707;"Sib (1998)";"1998"
2346713;"Sibak (1994)";"1994"
2346939;"Sid and Nancy (1986)";"1986"
2348226;"Silent Fall (1994)";"1994"
2349123;"Simon Birch (1998)";"1998"
2349163;"Simon Sez (1999)";"1999"
2349269;"Simpatico (1999)";"1999"
2349430;"Simply Irresistible (1999)";"1999"
2349784;"Sinbad and the Eye of the Tiger (1977)";"1977"
2350234;"Singin' in the Rain (1952)";"1952"
2350339;"Single White Female (1992)";"1992"
2350378;"Singles (1992)";"1992"
2350992;"Sirens (1993)";"1993"
2351245;"Sister Act (1992)";"1992"
2351246;"Sister Act 2: Back in the Habit (1993)";"1993"
2351693;"Six Days Seven Nights (1998)";"1998"
2351717;"Six Degrees of Separation (1993)";"1993"
2351845;"Six Ways to Sunday (1997)";"1997"
2351885;"Six of a Kind (1934)";"1934"
2351904;"Six-String Samurai (1998)";"1998"
2351925;"Sixteen Candles (1984)";"1984"
2352948;"Skipped Parts (2000)";"2000"
2353641;"Slam (1998)";"1998"
2353781;"Slappy and the Stinkers (1998)";"1998"
2353895;"Slaughterhouse (1987)";"1987"
2353900;"Slaughterhouse Rock (1988)";"1988"
2354011;"Slaves to the Underground (1997)";"1997"
2354219;"Sleepaway Camp (1983)";"1983"
2354226;"Sleeper (1973)";"1973"
2354247;"Sleepers (1996)";"1996"
2354271;"Sleeping Beauty (1959)";"1959"
2354392;"Sleepless in Seattle (1993)";"1993"
2354396;"Sleepover (1995)";"1995"
2354438;"Sleepwalkers (1992)";"1992"
2354464;"Sleepy Hollow (1999)";"1999"
2354674;"Sliding Doors (1998)";"1998"
2354792;"Sling Blade (1996)";"1996"
2354959;"Sliver (1993)";"1993"
2355275;"Slumber Party Massacre II (1987)";"1987"
2355276;"Slumber Party Massacre III (1990)";"1990"
2355303;"Slums of Beverly Hills (1998)";"1998"
2355555;"Small Faces (1996)";"1996"
2355625;"Small Soldiers (1998)";"1998"
2355661;"Small Time Crooks (2000)";"2000"
2355719;"Small Wonders (1995)";"1995"
2355904;"Smashing Time (1967)";"1967"
2356134;"Smilla's Sense of Snow (1997)";"1997"
2356224;"Smoke (1995)";"1995"
2356287;"Smoke Signals (1998)";"1998"
2356460;"Smoking/No Smoking (1993)";"1993"
2356755;"Snake Eyes (1998)";"1998"
2357080;"Sneakers (1992)";"1992"
2357240;"Snitch (1998)";"1998"
2357424;"Snow Day (2000)";"2000"
2357437;"Snow Falling on Cedars (1999)";"1999"
2357543;"Snow White and the Seven Dwarfs (1937)";"1937"
2357676;"Snowriders (1996)";"1996"
2357807;"So Dear to My Heart (1948)";"1948"
2357857;"So I Married an Axe Murderer (1993)";"1993"
2358317;"Soapdish (1991)";"1991"
2358980;"Soft Fruit (1999)";"1999"
2359014;"Soft Toilet Seats (1999)";"1999"
2359470;"Solar Crisis (1990)";"1990"
2359505;"Solas (1999)";"1999"
2359625;"Soldier (2005)";"2005"
2360108;"Solo (1996)";"1996"
2360397;"Solyaris (1972)";"1972"
2360614;"Some Folks Call It a Sling Blade (1994)";"1994"
2360660;"Some Kind of Wonderful (1987)";"1987"
2360675;"Some Like It Hot (1959)";"1959"
2360702;"Some Mother's Son (1996)";"1996"
2360833;"Somebody Is Waiting (1996)";"1996"
2360852;"Somebody to Love (1994)";"1994"
2360910;"Someone Else's America (1995)";"1995"
2360973;"Someone to Watch Over Me (1987)";"1987"
2361193;"Something Wicked This Way Comes (1983)";"1983"
2361211;"Something for Everyone (1970)";"1970"
2361281;"Something to Sing About (1937)";"1937"
2361284;"Something to Talk About (1995)";"1995"
2361450;"Somewhere in Time (1980)";"1980"
2361456;"Somewhere in the City (1998)";"1998"
2361575;"Sommersby (1993)";"1993"
2361748;"Son in Law (1993)";"1993"
2361778;"Son of Dracula (1943)";"1943"
2361784;"Son of Flubber (1963)";"1963"
2361785;"Son of Frankenstein (1939)";"1939"
2362113;"Song of Freedom (1936)";"1936"
2362207;"Song of the South (1946)";"1946"
2362428;"Sonic Outlaws (1995)";"1995"
2363015;"Sophie's Choice (1982)";"1982"
2363269;"Sorority House Massacre (1986)";"1986"
2363270;"Sorority House Massacre II (1990)";"1990"
2363738;"Soul Food (1997)";"1997"
2363756;"Soul Man (1986)";"1986"
2364254;"Sour Grapes (1998)";"1998"
2364486;"South Pacific (1958)";"1958"
2364498;"South Park: Bigger Longer & Uncut (1999)";"1999"
2364887;"Soy Cuba (1964)";"1964"
2364949;"Soylent Green (1973)";"1973"
2365078;"Space Cowboys (2000)";"2000"
2365142;"Space Jam (1996)";"1996"
2365297;"Spaceballs (1987)";"1987"
2365518;"Spanish Fly (1998)";"1998"
2365633;"Spanking the Monkey (1994)";"1994"
2365831;"Sparrows (1926)";"1926"
2365844;"Spartacus (1960)";"1960"
2365920;"Spawn (1997)";"1997"
2366246;"Species (1995)";"1995"
2366248;"Species II (1998)";"1998"
2366368;"Speechless (1994)";"1994"
2366403;"Speed (1994)";"1994"
2366408;"Speed 2: Cruise Control (1997)";"1997"
2366649;"Spellbound (1945)";"1945"
2366980;"Sphere (1998)";"1998"
2367023;"Spice World (1997)";"1997"
2367832;"Splash (1984)";"1984"
2367921;"Splendor (1999)";"1999"
2367930;"Splendor in the Grass (1961)";"1961"
2369177;"Sprung (1997)";"1997"
2369317;"Spy Hard (1996)";"1996"
2369519;"Squanto: A Warrior's Tale (1994)";"1994"
2369623;"Squeeze (1980)";"1980"
2370089;"St. Elmo's Fire (1985)";"1985"
2370348;"Stacy's Knights (1983)";"1983"
2370423;"Stag (1997)";"1997"
2370472;"Stage Fright (1950)";"1950"
2370704;"Stalag 17 (1953)";"1953"
2370742;"Stalingrad (1993)";"1993"
2370772;"Stalker (1979)";"1979"
2371045;"Stand and Deliver (1928)";"1928"
2371052;"Stand by Me (1986)";"1986"
2371246;"Stanley & Iris (1989)";"1989"
2371502;"Star Kid (1997)";"1997"
2371509;"Star Maps (1997)";"1997"
2371602;"Star Trek III: The Search for Spock (1984)";"1984"
2371603;"Star Trek IV: The Voyage Home (1986)";"1986"
2371610;"Star Trek V: The Final Frontier (1989)";"1989"
2371611;"Star Trek VI: The Undiscovered Country (1991)";"1991"
2371648;"Star Trek: First Contact (1996)";"1996"
2371651;"Star Trek: Generations (1994)";"1994"
2371654;"Star Trek: Insurrection (1998)";"1998"
2371692;"Star Trek: The Motion Picture (1979)";"1979"
2371705;"Star Trek: The Wrath of Khan (1982)";"1982"
2371726;"Star Wars (1977)";"1977"
2371778;"Star Wars: Episode I - The Phantom Menace (1999)";"1999"
2371786;"Star Wars: Episode V - The Empire Strikes Back (1980)";"1980"
2371787;"Star Wars: Episode VI - Return of the Jedi (1983)";"1983"
2372012;"Stardust Memories (1980)";"1980"
2372068;"Stargate (1994)";"1994"
2372234;"Starman (1984)";"1984"
2372328;"Stars and Bars (1988)";"1988"
2372407;"Starship Troopers (1997)";"1997"
2373106;"Stay Tuned (1992)";"1992"
2373212;"Steal Big Steal Little (1995)";"1995"
2373221;"Steal This Movie (2000)";"2000"
2373241;"Stealing Beauty (1996)";"1996"
2373256;"Stealing Home (1988)";"1988"
2373364;"Steamboat Willie (1928)";"1928"
2373434;"Steel (1997)";"1997"
2373470;"Steel Magnolias (1989)";"1989"
2373573;"Stefano Quantestorie (1993)";"1993"
2373941;"Stepmom (1998)";"1998"
2374542;"Stiff Upper Lips (1998)";"1998"
2374584;"Stigmata (1999)";"1999"
2374677;"Still Breathing (1997)";"1997"
2374686;"Still Crazy (1998)";"1998"
2375093;"Stir of Echoes (1999)";"1999"
2375659;"Stonewall (1995)";"1995"
2375749;"Stop Making Sense (1984)";"1984"
2375846;"Stop! Or My Mom Will Shoot (1992)";"1992"
2375950;"Storefront Hitchcock (1998)";"1998"
2376295;"Story of G.I. Joe (1945)";"1945"
2376870;"Strange Days (1995)";"1995"
2377049;"Strangeland (1998)";"1998"
2377127;"Stranger Than Paradise (1984)";"1984"
2377173;"Stranger in the House (1997)";"1997"
2377282;"Strangers on a Train (1951)";"1951"
2377877;"Street Fighter (1994)";"1994"
2378398;"Strictly Ballroom (1992)";"1992"
2378535;"Strike! (1998)";"1998"
2378594;"Striking Distance (1993)";"1993"
2378750;"Stripes (1981)";"1981"
2378853;"Striptease (1996)";"1996"
2379184;"Stuart Little (1999)";"1999"
2379192;"Stuart Saves His Family (1995)";"1995"
2380109;"SubUrbia (1996)";"1996"
2380932;"Sudden Death (1995)";"1995"
2380949;"Sudden Manhattan (1996)";"1996"
2380982;"Suddenly, Last Summer (1959)";"1959"
2381332;"Sugar Town (1999)";"1999"
2381528;"Suicide Kings (1997)";"1997"
2381959;"Sullivan's Travels (1941)";"1941"
2382368;"Summer of Sam (1999)";"1999"
2382687;"Suna no onna (1964)";"1964"
2383252;"Sunset Blvd. (1950)";"1950"
2383280;"Sunset Park (1996)";"1996"
2383305;"Sunset Strip (2000)";"2000"
2383350;"Sunshine (1999)";"1999"
2383956;"Super Mario Bros. (1993)";"1993"
2384304;"SuperNova (2012)";"2012"
2384418;"Supergirl (1984)";"1984"
2384520;"Superman (1978)";"1978"
2384532;"Superman II (1980)";"1980"
2384535;"Superman III (1983)";"1983"
2384536;"Superman IV: The Quest for Peace (1987)";"1987"
2384735;"Superstar (1999)";"1999"
2385207;"Surf Nazis Must Die (1987)";"1987"
2385744;"Surviving Picasso (1996)";"1996"
2385772;"Surviving the Game (1994)";"1994"
2386139;"Suspicion (1941)";"1941"
2386293;"Suture (1993)";"1993"
2387087;"Swamp Thing (1982)";"1982"
2387903;"Sweet Nothing (1995)";"1995"
2388125;"Sweet and Lowdown (1999)";"1999"
2388316;"Swept from the Sea (1997)";"1997"
2388445;"Swimming with Sharks (1994)";"1994"
2388540;"Swing Kids (1993)";"1993"
2388613;"Swingers (1996)";"1996"
2388702;"Swiss Family Robinson (1960)";"1960"
2388790;"Switchback (1997)";"1997"
2388990;"Sydney (1996)";"1996"
2389414;"Synthetic Pleasures (1995)";"1995"
2390303;"Søndagsengler (1996)";"1996"
2390631;"T-Men (1947)";"1947"
2390996;"TRON (1982)";"1982"
2391515;"Ta'm e guilass (1997)";"1997"
2392001;"Taffin (1988)";"1988"
2392533;"Tainted (1998)";"1998"
2393241;"Take the Money and Run (1969)";"1969"
2393853;"Tales from the Crypt: Demon Knight (1995)";"1995"
2393856;"Tales from the Darkside: The Movie (1990)";"1990"
2393876;"Tales from the Hood (1995)";"1995"
2393957;"Tales of Terror (1962)";"1962"
2394155;"Talk of Angels (1998)";"1998"
2394206;"Talking About Sex (1994)";"1994"
2394293;"Tall Tale (1995)";"1995"
2394728;"Tampopo (1985)";"1985"
2395044;"Tango (1998)";"1998"
2395255;"Tank Girl (1995)";"1995"
2395942;"Tarantella (1995)";"1995"
2395953;"Tarantula (1955)";"1955"
2396028;"Target (1995)";"1995"
2396330;"Tarzan (1999)";"1999"
2396366;"Tarzan and the Lost City (1998)";"1998"
2396390;"Tarzan the Fearless (1933)";"1933"
2397128;"Taxi Driver (1976)";"1976"
2397272;"Taxman (1999/I)";"1999"
2397663;"Tea with Mussolini (1999)";"1999"
2397781;"Teaching Mrs. Tingle (1999)";"1999"
2398900;"Teenage Mutant Ninja Turtles (1990)";"1990"
2398907;"Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)";"1991"
2398908;"Teenage Mutant Ninja Turtles III (1993)";"1993"
2400037;"Telling Lies in America (1997)";"1997"
2400056;"Telling You (1998)";"1998"
2400921;"Tender Mercies (1983)";"1983"
2401353;"Tenue de soirée (1986)";"1986"
2401441;"Tequila Sunrise (1988)";"1988"
2401724;"Terminal Velocity (1994)";"1994"
2401750;"Terminator 2: Judgment Day (1991)";"1991"
2401814;"Terms of Endearment (1983)";"1983"
2402234;"Terror in a Texas Town (1958)";"1958"
2402490;"Tess of the Storm Country (1922)";"1922"
2402836;"Tetsuo II: Body Hammer (1992)";"1992"
2402907;"Tex (1982)";"1982"
2403659;"That Darn Cat! (1965)";"1965"
2403807;"That Old Feeling (1997)";"1997"
2403883;"That Thing You Do! (1996)";"1996"
2404002;"That's Life! (1986)";"1986"
2404248;"The 'Burbs (1989)";"1989"
2404464;"The 13th Warrior (1999)";"1999"
2404844;"The 24 Hour Woman (1999)";"1999"
2405097;"The 39 Steps (1935)";"1935"
2405559;"The 7th Voyage of Sinbad (1958)";"1958"
2405780;"The Abominable Snowman (1957)";"1957"
2405818;"The AbsentMinded Professor (1961)";"1961"
2405835;"The Abyss (1989)";"1989"
2405972;"The Acid House (1998)";"1998"
2406080;"The Addams Family (1991)";"1991"
2406092;"The Addiction (1995)";"1995"
2406259;"The Adventures of Buckaroo Banzai Across the 8th Dimension (1984)";"1984"
2406308;"The Adventures of Elmo in Grouchland (1999)";"1999"
2406458;"The Adventures of Pinocchio (1996)";"1996"
2406464;"The Adventures of Priscilla, Queen of the Desert (1994)";"1994"
2406475;"The Adventures of Robin Hood (1938)";"1938"
2406479;"The Adventures of Rocky & Bullwinkle (2000)";"2000"
2406492;"The Adventures of Sebastian Cole (1998)";"1998"
2406749;"The African Queen (1951)";"1951"
2406808;"The Age of Innocence (1993)";"1993"
2406910;"The Air Up There (1994)";"1994"
2407102;"The Alley Cats (1966)";"1966"
2407115;"The Allnighter (1987)";"1987"
2407308;"The Amazing Panda Adventure (1995)";"1995"
2407502;"The American President (1995)";"1995"
2407577;"The Amityville Horror (1979)";"1979"
2408078;"The Apartment (1960)";"1960"
2408096;"The Ape (1940)";"1940"
2408133;"The Apostle (1997)";"1997"
2408166;"The Apple Dumpling Gang (1975)";"1975"
2408167;"The Apple Dumpling Gang Rides Again (1979)";"1979"
2408389;"The AristoCats (1970)";"1970"
2408482;"The Arrival (1996)";"1996"
2408762;"The Art of War (2000)";"2000"
2408977;"The Asphalt Jungle (1950)";"1950"
2409051;"The Assignment (1997)";"1997"
2409070;"The Associate (1996)";"1996"
2409105;"The Astronaut's Wife (1999)";"1999"
2409402;"The Avengers (1998)";"1998"
2409655;"The Baby (1973)";"1973"
2409708;"The Baby-Sitters Club (1995)";"1995"
2409717;"The Babysitter (1995)";"1995"
2409764;"The Bachelor (1999)";"1999"
2409949;"The Bad Seed (1956)";"1956"
2410182;"The Ballad of Ramblin' Jack (2000)";"2000"
2410273;"The Band Wagon (1953)";"1953"
2410338;"The Bank Dick (1940)";"1940"
2410484;"The Barefoot Executive (1971)";"1971"
2410667;"The Basketball Diaries (1995)";"1995"
2410686;"The Bat (1959)";"1959"
2410691;"The Bat Whispers (1930)";"1930"
2410916;"The Battle of the Sexes (1959)";"1959"
2410977;"The Beach (1996)";"1996"
2411034;"The Beans of Egypt, Maine (1994)";"1994"
2411035;"The Bear (1916)";"1916"
2411215;"The Beautician and the Beast (1997)";"1997"
2411361;"The Bedroom Window (1987)";"1987"
2411492;"The Believers (1987)";"1987"
2411558;"The Bells (1926)";"1926"
2411762;"The Best Man (1999)";"1999"
2411839;"The Best Years of Our Lives (1946)";"1946"
2412295;"The Beverly Hillbillies (1993)";"1993"
2412397;"The Big Bang Theory (2007)";"2007"
2412502;"The Big Chill (1983)";"1983"
2412514;"The Big Combo (1955)";"1955"
2412518;"The Big Country (1958)";"1958"
2412620;"The Big Green (1995)";"1995"
2412638;"The Big Hit (1998)";"1998"
2412676;"The Big Kahuna (1999)";"1999"
2412686;"The Big Lebowski (1998)";"1998"
2412740;"The Big One (1997)";"1997"
2412859;"The Big Sleep (1946)";"1946"
2412879;"The Big Squeeze (1996)";"1996"
2412918;"The Big Tease (1999)";"1999"
2412945;"The Big Trees (1952)";"1952"
2413158;"The Birdcage (1996)";"1996"
2413168;"The Birds (1963)";"1963"
2413457;"The Black Cauldron (1985)";"1985"
2413536;"The Black Hole (1979)";"1979"
2413799;"The Blair Witch Project (1999)";"1999"
2413948;"The Blob (1958)";"1958"
2414050;"The Bloody Child (1996)";"1996"
2414153;"The Blue Lagoon (1980)";"1980"
2414225;"The Blues Brothers (1980)";"1980"
2414400;"The Body Snatcher (1945)";"1945"
2414419;"The Bodyguard (1992)";"1992"
2414571;"The Bone Collector (1999)";"1999"
2414595;"The Bonfire of the Vanities (1990)";"1990"
2414767;"The Boondock Saints (1999)";"1999"
2414877;"The Borrowers (1997)";"1997"
2415240;"The Boy Who Could Fly (1986)";"1986"
2415387;"The Boys (1961)";"1961"
2415427;"The Boys from Brazil (1978)";"1978"
2415482;"The Brady Bunch Movie (1995)";"1995"
2415512;"The Brain That Wouldn't Die (1962)";"1962"
2415560;"The Brandon Teena Story (1998)";"1998"
2415703;"The Breakfast Club (1985)";"1985"
2415723;"The Breaks (1999)";"1999"
2415946;"The Bridge at Remagen (1969)";"1969"
2415964;"The Bridge on the River Kwai (1957)";"1957"
2415971;"The Bridges of Madison County (1995)";"1995"
2416139;"The Broadway Melody (1929)";"1929"
2416189;"The Broken Hearts Club (2009)";"2009"
2416319;"The Brother from Another Planet (1984)";"1984"
2416380;"The Brothers McMullen (1995)";"1995"
2416410;"The Browning Version (1994)";"1994"
2416504;"The Buddy Holly Story (1978)";"1978"
2416982;"The Butcher Boy (1917)";"1917"
2417002;"The Butcher's Wife (1991)";"1991"
2417211;"The Cabinet of Dr. Ramirez (1991)";"1991"
2417216;"The Cable Guy (1996)";"1996"
2417640;"The Candidate (1972)";"1972"
2418230;"The Castaway Cowboy (1974)";"1974"
2418253;"The Castle (1997)";"1997"
2418326;"The Cat from Outer Space (1978)";"1978"
2418525;"The Cell (2000)";"2000"
2418557;"The Celluloid Closet (1995)";"1995"
2418562;"The Cement Garden (1993)";"1993"
2418704;"The Chamber (1996)";"1996"
2418726;"The Champ (1979)";"1979"
2419706;"The Cider House Rules (1999)";"1999"
2419797;"The Circus (1928)";"1928"
2419835;"The City (1911)";"1911"
2419930;"The City of the Dead (1960)";"1960"
2419964;"The Clan of the Cave Bear (1986)";"1986"
2420111;"The Client (1994)";"1994"
2420229;"The Closer You Get (2000)";"2000"
2420761;"The Color Purple (1985)";"1985"
2420795;"The Color of Money (1986)";"1986"
2421052;"The Commitments (1991)";"1991"
2421210;"The Computer Wore Tennis Shoes (1969)";"1969"
2421254;"The Concorde... Airport '79 (1979)";"1979"
2421550;"The Contender (2000)";"2000"
2421643;"The Conversation (1974)";"1974"
2421720;"The Cook, the Thief, His Wife & Her Lover (1989)";"1989"
2421914;"The Corruptor (1999)";"1999"
2422396;"The Cowboy Way (1994)";"1994"
2422513;"The Craft (1996)";"1996"
2422712;"The Crew (2000)";"2000"
2422818;"The Crimson Pirate (1952)";"1952"
2422979;"The Crossing Guard (1995)";"1995"
2422996;"The Crow (1994)";"1994"
2423002;"The Crow: City of Angels (1996)";"1996"
2423004;"The Crow: Salvation (2000)";"2000"
2423044;"The Crucible (1996)";"1996"
2423061;"The Crude Oasis (1995)";"1995"
2423072;"The Cruise (1998)";"1998"
2423104;"The Crush (1993)";"1993"
2423139;"The Crying Game (1992)";"1992"
2423315;"The Cure (1995)";"1995"
2423437;"The Curse of Frankenstein (1957)";"1957"
2423557;"The Cutting Edge (1992)";"1992"
2424023;"The Dark Crystal (1982)";"1982"
2424038;"The Dark Half (1993)";"1993"
2424563;"The Day the Earth Stood Still (1951)";"1951"
2424628;"The Daytrippers (1996)";"1996"
2424777;"The Dead Zone (1983)";"1983"
2425159;"The Decline of Western Civilization (1981)";"1981"
2425160;"The Decline of Western Civilization Part II: The Metal Years (1988)";"1988"
2425205;"The Deep End of the Ocean (1999)";"1999"
2425222;"The Deer Hunter (1978)";"1978"
2425640;"The Designated Mourner (1997)";"1997"
2425835;"The Devil Rides Out (1968)";"1968"
2425880;"The Devil and Max Devlin (1981)";"1981"
2425936;"The Devil's Advocate (1997)";"1997"
2425966;"The Devil's Brigade (1968)";"1968"
2426074;"The Devil's Own (1997)";"1997"
2426553;"The Dirty Dozen (1967)";"1967"
2426757;"The Distinguished Gentleman (1992)";"1992"
2427282;"The Doom Generation (1995)";"1995"
2427355;"The Doors (1991)";"1991"
2427591;"The Draughtsman's Contract (1982)";"1982"
2428475;"The Edge (1997)";"1997"
2428555;"The Education of Little Tree (1997)";"1997"
2428578;"The Effect of Gamma Rays on Man-in-the-Moon Marigolds (1972)";"1972"
2428775;"The Elephant Man (1980)";"1980"
2428934;"The Emerald Forest (1985)";"1985"
2429043;"The Empty Mirror (1996)";"1996"
2429253;"The End of Violence (1997)";"1997"
2429270;"The End of the Affair (1955)";"1955"
2429271;"The End of the Affair (1999)";"1999"
2429381;"The Endless Summer (1966)";"1966"
2429382;"The Endless Summer 2 (1994)";"1994"
2429495;"The English Patient (1996)";"1996"
2429506;"The Englishman Who Went Up a Hill But Came Down a Mountain (1995)";"1995"
2429962;"The Evening Star (1996)";"1996"
2430234;"The Exorcist (1973)";"1973"
2430236;"The Exorcist III (1990)";"1990"
2430482;"The Eyes of Tammy Faye (2000)";"2000"
2430658;"The Fabulous Baker Boys (1989)";"1989"
2430810;"The Faculty (1998)";"1998"
2430959;"The Falcon and the Snowman (1985)";"1985"
2431294;"The Fan (1996)";"1996"
2431451;"The Farmer's Wife (1928)";"1928"
2431691;"The Favor (1994)";"1994"
2431715;"The Fear (1995)";"1995"
2432016;"The Fiendish Plot of Dr. Fu Manchu (1980)";"1980"
2432049;"The Fifth Element (1997)";"1997"
2432285;"The Fighting Seabees (1944)";"1944"
2432392;"The Filth and the Fury (2000)";"2000"
2432424;"The Final Conflict (1981)";"1981"
2432757;"The Firm (1993)";"1993"
2433039;"The First Wives Club (1996)";"1996"
2433086;"The Fisher King (1991)";"1991"
2433193;"The Five Senses (1999)";"1999"
2433314;"The Flamingo Kid (1984)";"1984"
2433445;"The Flintstones (1994)";"1994"
2433450;"The Flintstones in Viva Rock Vegas (2000)";"2000"
2433612;"The Fly (1958)";"1958"
2433613;"The Fly (1986)";"1986"
2433626;"The Fly II (1989)";"1989"
2433700;"The Flying Saucer (1950)";"1950"
2433734;"The Fog (1980)";"1980"
2434036;"The Forgotten (1973)";"1973"
2434412;"The Fox and the Hound (1981)";"1981"
2434561;"The French Connection (1971)";"1971"
2434664;"The Frighteners (1996)";"1996"
2434795;"The Fugitive (1993)";"1993"
2434818;"The Full Monty (1997)";"1997"
2434846;"The Funeral (1996)";"1996"
2434873;"The Funhouse (1981)";"1981"
2434963;"The Fury (1978)";"1978"
2435197;"The Game (1997)";"1997"
2435394;"The Garbage Pail Kids Movie (1987)";"1987"
2435509;"The Gate (1987)";"1987"
2435520;"The Gate II: Trespassers (1990)";"1990"
2435620;"The Gay Deceivers (1969)";"1969"
2435625;"The Gay Divorcee (1934)";"1934"
2435692;"The General (1917)";"1917"
2435697;"The General (1998)";"1998"
2435713;"The General's Daughter (1999)";"1999"
2435881;"The Getaway (1994)";"1994"
2435972;"The Ghost and Mrs. Muir (1947)";"1947"
2435974;"The Ghost and the Darkness (1996)";"1996"
2435997;"The Ghost of Frankenstein (1942)";"1942"
2436084;"The Giant Gila Monster (1959)";"1959"
2436288;"The Gingerbread Man (1998)";"1998"
2437007;"The Glass Bottom Boat (1966)";"1966"
2437039;"The Glass Shield (1994)";"1994"
2437062;"The Glimmer Man (1996)";"1996"
2437170;"The Gnome-Mobile (1967)";"1967"
2437277;"The Godfather (1972)";"1972"
2437299;"The Godfather: Part II (1974)";"1974"
2437300;"The Godfather: Part III (1990)";"1990"
2437320;"The Gods Must Be Crazy (1980)";"1980"
2437321;"The Gods Must Be Crazy II (1989)";"1989"
2437383;"The Gold Rush (1925)";"1925"
2437434;"The Golden Bowl (2000)";"2000"
2437452;"The Golden Child (1986)";"1986"
2437630;"The Golden Voyage of Sinbad (1973)";"1973"
2437728;"The Good Earth (1937)";"1937"
2437803;"The Good Mother (1988)";"1988"
2437961;"The Goodbye Girl (1977)";"1977"
2437988;"The Goonies (1985)";"1985"
2438101;"The Governess (1998)";"1998"
2438147;"The Graduate (1967)";"1967"
2438272;"The Grapes of Wrath (1940)";"1940"
2438279;"The Grass Harp (1995)";"1995"
2438541;"The Great Dictator (1940)";"1940"
2438568;"The Great Escape (1963)";"1963"
2438716;"The Great Locomotive Chase (1956)";"1956"
2438760;"The Great Mouse Detective (1986)";"1986"
2438765;"The Great Muppet Caper (1981)";"1981"
2438827;"The Great Race (1965)";"1965"
2438866;"The Great Santini (1979)";"1979"
2438986;"The Great White Hype (1996)";"1996"
2439001;"The Great Ziegfeld (1936)";"1936"
2439154;"The Greatest Show on Earth (1952)";"1952"
2439306;"The Green Mile (1999)";"1999"
2439451;"The Grifters (1990)";"1990"
2439616;"The Guardian (1990)";"1990"
2439860;"The Guns of Navarone (1961)";"1961"
2440155;"The Hand That Rocks the Cradle (1992)";"1992"
2440247;"The Hanging Garden (1997)";"1997"
2440300;"The Happiest Millionaire (1967)";"1967"
2440730;"The Haunted World of Edward D. Wood Jr. (1995)";"1995"
2440732;"The Haunting (1963)";"1963"
2440733;"The Haunting (1999)";"1999"
2441467;"The Hi-Lo Country (1998)";"1998"
